Attendance_ID,Employee #,Date,Log In,Log Out,First Name,Last Name
10020-45572,10020,10/7/2024,10:32 AM,7:11 PM,Mark,Bautista
10020-45573,10020,10/8/2024,9:31 AM,6:12 PM,Mark,Bautista
10020-45574,10020,10/9/2024,8:06 AM,4:27 PM,Mark,Bautista
10020-45575,10020,10/10/2024,9:14 AM,5:48 PM,Mark,Bautista
10020-45576,10020,10/11/2024,8:45 AM,6:43 PM,Mark,Bautista
10020-45579,10020,10/14/2024,10:10 AM,5:29 PM,Mark,Bautista
10020-45580,10020,10/15/2024,10:29 AM,8:17 PM,Mark,Bautista
10020-45581,10020,10/16/2024,9:11 AM,7:10 PM,Mark,Bautista
10020-45582,10020,10/17/2024,8:35 AM,4:58 PM,Mark,Bautista
10020-45583,10020,10/18/2024,10:43 AM,6:59 PM,Mark,Bautista
10020-45586,10020,10/21/2024,10:21 AM,7:54 PM,Mark,Bautista
10020-45587,10020,10/22/2024,10:09 AM,6:38 PM,Mark,Bautista
10020-45588,10020,10/23/2024,8:58 AM,7:04 PM,Mark,Bautista
10020-45589,10020,10/24/2024,9:17 AM,5:44 PM,Mark,Bautista
10020-45590,10020,10/25/2024,10:56 AM,9:27 PM,Mark,Bautista
10020-45593,10020,10/28/2024,9:52 AM,5:42 PM,Mark,Bautista
10020-45594,10020,10/29/2024,9:48 AM,6:37 PM,Mark,Bautista
10020-45595,10020,10/30/2024,9:34 AM,7:15 PM,Mark,Bautista
10020-45596,10020,10/31/2024,9:45 AM,7:14 PM,Mark,Bautista
10020-45597,10020,11/1/2024,9:08 AM,7:16 PM,Mark,Bautista
10020-45600,10020,11/4/2024,8:05 AM,4:11 PM,Mark,Bautista
10020-45601,10020,11/5/2024,9:58 AM,8:53 PM,Mark,Bautista
10020-45602,10020,11/6/2024,9:08 AM,7:20 PM,Mark,Bautista
10020-45603,10020,11/7/2024,8:33 AM,6:17 PM,Mark,Bautista
10020-45604,10020,11/8/2024,9:52 AM,8:41 PM,Mark,Bautista
10020-45607,10020,11/11/2024,10:18 AM,6:36 PM,Mark,Bautista
10020-45608,10020,11/12/2024,8:14 AM,5:28 PM,Mark,Bautista
10020-45609,10020,11/13/2024,8:11 AM,6:06 PM,Mark,Bautista
10020-45610,10020,11/14/2024,8:50 AM,7:11 PM,Mark,Bautista
10020-45611,10020,11/15/2024,10:22 AM,5:48 PM,Mark,Bautista
10020-45614,10020,11/18/2024,9:31 AM,6:52 PM,Mark,Bautista
10020-45615,10020,11/19/2024,8:39 AM,4:11 PM,Mark,Bautista
10020-45616,10020,11/20/2024,10:18 AM,9:11 PM,Mark,Bautista
10020-45617,10020,11/21/2024,10:18 AM,5:20 PM,Mark,Bautista
10020-45618,10020,11/22/2024,8:57 AM,4:54 PM,Mark,Bautista
10020-45621,10020,11/25/2024,8:25 AM,4:55 PM,Mark,Bautista
10020-45622,10020,11/26/2024,8:57 AM,7:56 PM,Mark,Bautista
10020-45623,10020,11/27/2024,10:37 AM,6:38 PM,Mark,Bautista
10020-45624,10020,11/28/2024,9:03 AM,6:27 PM,Mark,Bautista
10020-45625,10020,11/29/2024,9:38 AM,5:27 PM,Mark,Bautista
10020-45628,10020,12/2/2024,9:06 AM,7:38 PM,Mark,Bautista
10020-45629,10020,12/3/2024,9:03 AM,4:14 PM,Mark,Bautista
10020-45630,10020,12/4/2024,10:35 AM,7:50 PM,Mark,Bautista
10020-45631,10020,12/5/2024,10:09 AM,8:16 PM,Mark,Bautista
10020-45632,10020,12/6/2024,9:33 AM,4:40 PM,Mark,Bautista
10020-45635,10020,12/9/2024,10:15 AM,7:03 PM,Mark,Bautista
10020-45636,10020,12/10/2024,10:50 AM,8:18 PM,Mark,Bautista
10020-45637,10020,12/11/2024,9:27 AM,5:13 PM,Mark,Bautista
10020-45638,10020,12/12/2024,9:04 AM,7:21 PM,Mark,Bautista
10020-45639,10020,12/13/2024,8:37 AM,4:41 PM,Mark,Bautista
10020-45642,10020,12/16/2024,8:17 AM,6:12 PM,Mark,Bautista
10020-45643,10020,12/17/2024,10:35 AM,6:41 PM,Mark,Bautista
10020-45644,10020,12/18/2024,10:30 AM,5:31 PM,Mark,Bautista
10020-45645,10020,12/19/2024,9:43 AM,8:18 PM,Mark,Bautista
10020-45646,10020,12/20/2024,9:26 AM,5:22 PM,Mark,Bautista
10020-45649,10020,12/23/2024,9:47 AM,5:08 PM,Mark,Bautista
10020-45650,10020,12/24/2024,8:36 AM,4:05 PM,Mark,Bautista
10020-45651,10020,12/25/2024,8:11 AM,5:52 PM,Mark,Bautista
10020-45652,10020,12/26/2024,8:04 AM,5:09 PM,Mark,Bautista
10020-45653,10020,12/27/2024,9:43 AM,7:16 PM,Mark,Bautista
10020-45656,10020,12/30/2024,10:01 AM,8:24 PM,Mark,Bautista
10020-45657,10020,12/31/2024,10:49 AM,6:27 PM,Mark,Bautista
