Attendance_ID,Employee #,Date,Log In,Log Out,First Name,Last Name
10016-45496,10016,7/23/2024,9:24 AM,7:24 PM,Christian,Mata
10016-45497,10016,7/24/2024,8:09 AM,5:00 PM,Christian,Mata
10016-45498,10016,7/25/2024,10:28 AM,7:39 PM,Christian,Mata
10016-45499,10016,7/26/2024,9:34 AM,7:57 PM,Christian,Mata
10016-45502,10016,7/29/2024,8:54 AM,4:09 PM,Christian,Mata
10016-45503,10016,7/30/2024,10:13 AM,8:39 PM,Christian,Mata
10016-45504,10016,7/31/2024,9:31 AM,8:17 PM,Christian,Mata
10016-45505,10016,8/1/2024,9:34 AM,7:35 PM,Christian,Mata
10016-45506,10016,8/2/2024,9:42 AM,7:04 PM,Christian,Mata
10016-45509,10016,8/5/2024,8:58 AM,5:42 PM,Christian,Mata
10016-45510,10016,8/6/2024,10:09 AM,6:56 PM,Christian,Mata
10016-45511,10016,8/7/2024,10:30 AM,7:38 PM,Christian,Mata
10016-45512,10016,8/8/2024,9:43 AM,8:25 PM,Christian,Mata
10016-45513,10016,8/9/2024,10:34 AM,8:07 PM,Christian,Mata
10016-45516,10016,8/12/2024,8:31 AM,5:40 PM,Christian,Mata
10016-45517,10016,8/13/2024,8:09 AM,4:39 PM,Christian,Mata
10016-45518,10016,8/14/2024,10:32 AM,6:21 PM,Christian,Mata
10016-45519,10016,8/15/2024,9:38 AM,5:25 PM,Christian,Mata
10016-45520,10016,8/16/2024,10:06 AM,8:33 PM,Christian,Mata
10016-45523,10016,8/19/2024,9:43 AM,6:00 PM,Christian,Mata
10016-45524,10016,8/20/2024,8:09 AM,5:13 PM,Christian,Mata
10016-45525,10016,8/21/2024,10:18 AM,6:25 PM,Christian,Mata
10016-45526,10016,8/22/2024,10:36 AM,7:23 PM,Christian,Mata
10016-45527,10016,8/23/2024,8:54 AM,7:51 PM,Christian,Mata
10016-45530,10016,8/26/2024,8:53 AM,6:13 PM,Christian,Mata
10016-45531,10016,8/27/2024,8:44 AM,5:05 PM,Christian,Mata
10016-45532,10016,8/28/2024,9:00 AM,5:16 PM,Christian,Mata
10016-45533,10016,8/29/2024,10:25 AM,8:31 PM,Christian,Mata
10016-45534,10016,8/30/2024,8:00 AM,6:40 PM,Christian,Mata
10016-45537,10016,9/2/2024,10:01 AM,6:33 PM,Christian,Mata
10016-45538,10016,9/3/2024,8:38 AM,5:15 PM,Christian,Mata
10016-45539,10016,9/4/2024,8:50 AM,6:32 PM,Christian,Mata
10016-45540,10016,9/5/2024,8:17 AM,5:12 PM,Christian,Mata
10016-45541,10016,9/6/2024,9:37 AM,8:29 PM,Christian,Mata
10016-45544,10016,9/9/2024,8:27 AM,6:12 PM,Christian,Mata
10016-45545,10016,9/10/2024,10:18 AM,6:36 PM,Christian,Mata
10016-45546,10016,9/11/2024,10:09 AM,8:15 PM,Christian,Mata
10016-45547,10016,9/12/2024,8:01 AM,3:52 PM,Christian,Mata
10016-45548,10016,9/13/2024,9:16 AM,4:40 PM,Christian,Mata
10016-45551,10016,9/16/2024,10:32 AM,7:14 PM,Christian,Mata
10016-45552,10016,9/17/2024,10:41 AM,5:51 PM,Christian,Mata
10016-45553,10016,9/18/2024,9:08 AM,5:33 PM,Christian,Mata
10016-45554,10016,9/19/2024,9:20 AM,8:16 PM,Christian,Mata
10016-45555,10016,9/20/2024,10:19 AM,7:28 PM,Christian,Mata
10016-45558,10016,9/23/2024,10:26 AM,7:54 PM,Christian,Mata
10016-45559,10016,9/24/2024,10:31 AM,7:13 PM,Christian,Mata
10016-45560,10016,9/25/2024,9:27 AM,8:23 PM,Christian,Mata
10016-45561,10016,9/26/2024,10:09 AM,8:40 PM,Christian,Mata
10016-45562,10016,9/27/2024,9:14 AM,5:14 PM,Christian,Mata
10016-45565,10016,9/30/2024,8:08 AM,4:25 PM,Christian,Mata
10016-45566,10016,10/1/2024,9:51 AM,6:31 PM,Christian,Mata
10016-45567,10016,10/2/2024,8:36 AM,3:58 PM,Christian,Mata
10016-45568,10016,10/3/2024,8:42 AM,3:53 PM,Christian,Mata
10016-45569,10016,10/4/2024,8:47 AM,7:27 PM,Christian,Mata
10016-45572,10016,10/7/2024,9:10 AM,4:57 PM,Christian,Mata
10016-45573,10016,10/8/2024,9:50 AM,6:45 PM,Christian,Mata
10016-45574,10016,10/9/2024,10:12 AM,6:44 PM,Christian,Mata
10016-45575,10016,10/10/2024,8:26 AM,6:31 PM,Christian,Mata
10016-45576,10016,10/11/2024,9:58 AM,8:25 PM,Christian,Mata
10016-45579,10016,10/14/2024,8:08 AM,5:23 PM,Christian,Mata
10016-45580,10016,10/15/2024,8:39 AM,4:50 PM,Christian,Mata
10016-45581,10016,10/16/2024,10:50 AM,8:00 PM,Christian,Mata
10016-45582,10016,10/17/2024,8:43 AM,4:55 PM,Christian,Mata
10016-45583,10016,10/18/2024,8:28 AM,5:15 PM,Christian,Mata
10016-45586,10016,10/21/2024,10:07 AM,6:10 PM,Christian,Mata
10016-45587,10016,10/22/2024,8:16 AM,3:45 PM,Christian,Mata
10016-45588,10016,10/23/2024,10:03 AM,5:42 PM,Christian,Mata
10016-45589,10016,10/24/2024,9:42 AM,5:28 PM,Christian,Mata
10016-45590,10016,10/25/2024,10:38 AM,6:44 PM,Christian,Mata
10016-45593,10016,10/28/2024,10:17 AM,9:04 PM,Christian,Mata
10016-45594,10016,10/29/2024,8:54 AM,5:30 PM,Christian,Mata
10016-45595,10016,10/30/2024,9:54 AM,7:59 PM,Christian,Mata
10016-45596,10016,10/31/2024,9:28 AM,4:40 PM,Christian,Mata
10016-45597,10016,11/1/2024,8:27 AM,6:28 PM,Christian,Mata
10016-45600,10016,11/4/2024,9:48 AM,7:26 PM,Christian,Mata
10016-45601,10016,11/5/2024,8:50 AM,6:05 PM,Christian,Mata
10016-45602,10016,11/6/2024,10:52 AM,7:26 PM,Christian,Mata
10016-45603,10016,11/7/2024,10:07 AM,8:39 PM,Christian,Mata
10016-45604,10016,11/8/2024,8:15 AM,6:04 PM,Christian,Mata
10016-45607,10016,11/11/2024,10:03 AM,7:58 PM,Christian,Mata
10016-45608,10016,11/12/2024,9:37 AM,6:04 PM,Christian,Mata
10016-45609,10016,11/13/2024,9:45 AM,5:05 PM,Christian,Mata
10016-45610,10016,11/14/2024,9:19 AM,8:00 PM,Christian,Mata
10016-45611,10016,11/15/2024,10:40 AM,6:42 PM,Christian,Mata
10016-45614,10016,11/18/2024,9:44 AM,4:55 PM,Christian,Mata
10016-45615,10016,11/19/2024,8:16 AM,3:18 PM,Christian,Mata
10016-45616,10016,11/20/2024,9:15 AM,4:21 PM,Christian,Mata
10016-45617,10016,11/21/2024,10:49 AM,7:11 PM,Christian,Mata
10016-45618,10016,11/22/2024,10:06 AM,5:24 PM,Christian,Mata
10016-45621,10016,11/25/2024,8:32 AM,4:07 PM,Christian,Mata
10016-45622,10016,11/26/2024,8:25 AM,4:14 PM,Christian,Mata
10016-45623,10016,11/27/2024,10:20 AM,8:56 PM,Christian,Mata
10016-45624,10016,11/28/2024,9:20 AM,4:34 PM,Christian,Mata
10016-45625,10016,11/29/2024,9:26 AM,7:45 PM,Christian,Mata
10016-45628,10016,12/2/2024,10:05 AM,7:59 PM,Christian,Mata
10016-45629,10016,12/3/2024,9:25 AM,7:21 PM,Christian,Mata
10016-45630,10016,12/4/2024,10:28 AM,6:07 PM,Christian,Mata
10016-45631,10016,12/5/2024,10:57 AM,9:55 PM,Christian,Mata
10016-45632,10016,12/6/2024,9:20 AM,8:14 PM,Christian,Mata
10016-45635,10016,12/9/2024,9:22 AM,5:55 PM,Christian,Mata
10016-45636,10016,12/10/2024,9:10 AM,4:13 PM,Christian,Mata
10016-45637,10016,12/11/2024,10:13 AM,5:40 PM,Christian,Mata
10016-45638,10016,12/12/2024,9:03 AM,4:53 PM,Christian,Mata
10016-45639,10016,12/13/2024,10:21 AM,7:14 PM,Christian,Mata
10016-45642,10016,12/16/2024,8:24 AM,6:53 PM,Christian,Mata
10016-45643,10016,12/17/2024,8:44 AM,6:51 PM,Christian,Mata
10016-45644,10016,12/18/2024,10:22 AM,8:51 PM,Christian,Mata
10016-45645,10016,12/19/2024,9:34 AM,8:05 PM,Christian,Mata
10016-45646,10016,12/20/2024,8:40 AM,3:46 PM,Christian,Mata
10016-45649,10016,12/23/2024,9:21 AM,6:53 PM,Christian,Mata
10016-45650,10016,12/24/2024,10:13 AM,7:18 PM,Christian,Mata
10016-45651,10016,12/25/2024,10:25 AM,9:08 PM,Christian,Mata
10016-45652,10016,12/26/2024,9:47 AM,5:48 PM,Christian,Mata
10016-45653,10016,12/27/2024,10:29 AM,6:57 PM,Christian,Mata
10016-45656,10016,12/30/2024,9:24 AM,6:56 PM,Christian,Mata
10016-45657,10016,12/31/2024,10:31 AM,7:22 PM,Christian,Mata
