Attendance_ID,Employee #,Date,Log In,Log Out,First Name,Last Name
10027-45523,10027,8/19/2024,9:55 AM,7:27 PM,Garfield,Manalaysay
10027-45524,10027,8/20/2024,10:02 AM,5:16 PM,Garfield,Manalaysay
10027-45525,10027,8/21/2024,8:16 AM,5:36 PM,Garfield,Manalaysay
10027-45526,10027,8/22/2024,10:19 AM,6:25 PM,Garfield,Manalaysay
10027-45527,10027,8/23/2024,9:32 AM,8:22 PM,Garfield,Manalaysay
10027-45530,10027,8/26/2024,8:06 AM,3:51 PM,Garfield,Manalaysay
10027-45531,10027,8/27/2024,8:40 AM,3:54 PM,Garfield,Manalaysay
10027-45532,10027,8/28/2024,10:21 AM,5:44 PM,Garfield,Manalaysay
10027-45533,10027,8/29/2024,10:46 AM,7:58 PM,Garfield,Manalaysay
10027-45534,10027,8/30/2024,9:56 AM,6:07 PM,Garfield,Manalaysay
10027-45537,10027,9/2/2024,9:01 AM,4:14 PM,Garfield,Manalaysay
10027-45538,10027,9/3/2024,9:08 AM,5:13 PM,Garfield,Manalaysay
10027-45539,10027,9/4/2024,10:58 AM,7:19 PM,Garfield,Manalaysay
10027-45540,10027,9/5/2024,10:22 AM,7:08 PM,Garfield,Manalaysay
10027-45541,10027,9/6/2024,10:50 AM,7:01 PM,Garfield,Manalaysay
10027-45544,10027,9/9/2024,10:51 AM,6:34 PM,Garfield,Manalaysay
10027-45545,10027,9/10/2024,9:06 AM,7:38 PM,Garfield,Manalaysay
10027-45546,10027,9/11/2024,8:41 AM,5:07 PM,Garfield,Manalaysay
10027-45547,10027,9/12/2024,8:52 AM,5:15 PM,Garfield,Manalaysay
10027-45548,10027,9/13/2024,8:37 AM,4:34 PM,Garfield,Manalaysay
10027-45551,10027,9/16/2024,8:36 AM,4:52 PM,Garfield,Manalaysay
10027-45552,10027,9/17/2024,8:36 AM,4:32 PM,Garfield,Manalaysay
10027-45553,10027,9/18/2024,9:40 AM,6:28 PM,Garfield,Manalaysay
10027-45554,10027,9/19/2024,9:58 AM,5:21 PM,Garfield,Manalaysay
10027-45555,10027,9/20/2024,9:47 AM,5:18 PM,Garfield,Manalaysay
10027-45558,10027,9/23/2024,8:44 AM,7:32 PM,Garfield,Manalaysay
10027-45559,10027,9/24/2024,9:10 AM,6:19 PM,Garfield,Manalaysay
10027-45560,10027,9/25/2024,8:32 AM,4:03 PM,Garfield,Manalaysay
10027-45561,10027,9/26/2024,10:52 AM,6:16 PM,Garfield,Manalaysay
10027-45562,10027,9/27/2024,10:40 AM,5:43 PM,Garfield,Manalaysay
10027-45565,10027,9/30/2024,10:43 AM,6:05 PM,Garfield,Manalaysay
10027-45566,10027,10/1/2024,8:31 AM,7:13 PM,Garfield,Manalaysay
10027-45567,10027,10/2/2024,9:09 AM,7:09 PM,Garfield,Manalaysay
10027-45568,10027,10/3/2024,8:50 AM,4:10 PM,Garfield,Manalaysay
10027-45569,10027,10/4/2024,9:17 AM,4:53 PM,Garfield,Manalaysay
10027-45572,10027,10/7/2024,9:03 AM,6:28 PM,Garfield,Manalaysay
10027-45573,10027,10/8/2024,9:21 AM,8:20 PM,Garfield,Manalaysay
10027-45574,10027,10/9/2024,9:19 AM,4:24 PM,Garfield,Manalaysay
10027-45575,10027,10/10/2024,10:06 AM,8:20 PM,Garfield,Manalaysay
10027-45576,10027,10/11/2024,8:00 AM,6:12 PM,Garfield,Manalaysay
10027-45579,10027,10/14/2024,10:34 AM,8:56 PM,Garfield,Manalaysay
10027-45580,10027,10/15/2024,8:58 AM,7:32 PM,Garfield,Manalaysay
10027-45581,10027,10/16/2024,9:04 AM,4:57 PM,Garfield,Manalaysay
10027-45582,10027,10/17/2024,9:13 AM,4:43 PM,Garfield,Manalaysay
10027-45583,10027,10/18/2024,8:44 AM,4:45 PM,Garfield,Manalaysay
10027-45586,10027,10/21/2024,8:17 AM,3:46 PM,Garfield,Manalaysay
10027-45587,10027,10/22/2024,8:37 AM,5:18 PM,Garfield,Manalaysay
10027-45588,10027,10/23/2024,9:46 AM,6:25 PM,Garfield,Manalaysay
10027-45589,10027,10/24/2024,9:10 AM,5:31 PM,Garfield,Manalaysay
10027-45590,10027,10/25/2024,8:13 AM,5:08 PM,Garfield,Manalaysay
10027-45593,10027,10/28/2024,8:04 AM,6:19 PM,Garfield,Manalaysay
10027-45594,10027,10/29/2024,9:06 AM,6:27 PM,Garfield,Manalaysay
10027-45595,10027,10/30/2024,9:33 AM,4:38 PM,Garfield,Manalaysay
10027-45596,10027,10/31/2024,8:04 AM,4:20 PM,Garfield,Manalaysay
10027-45597,10027,11/1/2024,10:46 AM,8:19 PM,Garfield,Manalaysay
10027-45600,10027,11/4/2024,9:12 AM,5:36 PM,Garfield,Manalaysay
10027-45601,10027,11/5/2024,8:57 AM,5:00 PM,Garfield,Manalaysay
10027-45602,10027,11/6/2024,10:49 AM,6:55 PM,Garfield,Manalaysay
10027-45603,10027,11/7/2024,8:56 AM,7:30 PM,Garfield,Manalaysay
10027-45604,10027,11/8/2024,8:05 AM,5:36 PM,Garfield,Manalaysay
10027-45607,10027,11/11/2024,10:30 AM,8:35 PM,Garfield,Manalaysay
10027-45608,10027,11/12/2024,10:37 AM,9:12 PM,Garfield,Manalaysay
10027-45609,10027,11/13/2024,10:28 AM,8:44 PM,Garfield,Manalaysay
10027-45610,10027,11/14/2024,9:01 AM,5:14 PM,Garfield,Manalaysay
10027-45611,10027,11/15/2024,9:43 AM,5:04 PM,Garfield,Manalaysay
10027-45614,10027,11/18/2024,10:51 AM,8:22 PM,Garfield,Manalaysay
10027-45615,10027,11/19/2024,10:11 AM,7:44 PM,Garfield,Manalaysay
10027-45616,10027,11/20/2024,9:23 AM,6:19 PM,Garfield,Manalaysay
10027-45617,10027,11/21/2024,10:23 AM,8:41 PM,Garfield,Manalaysay
10027-45618,10027,11/22/2024,8:46 AM,4:23 PM,Garfield,Manalaysay
10027-45621,10027,11/25/2024,10:57 AM,7:01 PM,Garfield,Manalaysay
10027-45622,10027,11/26/2024,8:41 AM,5:58 PM,Garfield,Manalaysay
10027-45623,10027,11/27/2024,10:58 AM,6:17 PM,Garfield,Manalaysay
10027-45624,10027,11/28/2024,9:44 AM,7:22 PM,Garfield,Manalaysay
10027-45625,10027,11/29/2024,10:08 AM,5:22 PM,Garfield,Manalaysay
10027-45628,10027,12/2/2024,8:32 AM,5:43 PM,Garfield,Manalaysay
10027-45629,10027,12/3/2024,10:44 AM,9:15 PM,Garfield,Manalaysay
10027-45630,10027,12/4/2024,10:49 AM,8:19 PM,Garfield,Manalaysay
10027-45631,10027,12/5/2024,9:49 AM,4:56 PM,Garfield,Manalaysay
10027-45632,10027,12/6/2024,9:54 AM,6:12 PM,Garfield,Manalaysay
10027-45635,10027,12/9/2024,10:23 AM,5:44 PM,Garfield,Manalaysay
10027-45636,10027,12/10/2024,8:11 AM,6:42 PM,Garfield,Manalaysay
10027-45637,10027,12/11/2024,10:29 AM,9:06 PM,Garfield,Manalaysay
10027-45638,10027,12/12/2024,10:21 AM,5:50 PM,Garfield,Manalaysay
10027-45639,10027,12/13/2024,8:19 AM,5:26 PM,Garfield,Manalaysay
10027-45642,10027,12/16/2024,9:50 AM,5:15 PM,Garfield,Manalaysay
10027-45643,10027,12/17/2024,10:35 AM,8:52 PM,Garfield,Manalaysay
10027-45644,10027,12/18/2024,10:45 AM,9:23 PM,Garfield,Manalaysay
10027-45645,10027,12/19/2024,10:12 AM,6:43 PM,Garfield,Manalaysay
10027-45646,10027,12/20/2024,8:59 AM,6:42 PM,Garfield,Manalaysay
10027-45649,10027,12/23/2024,9:46 AM,5:04 PM,Garfield,Manalaysay
10027-45650,10027,12/24/2024,9:32 AM,4:33 PM,Garfield,Manalaysay
10027-45651,10027,12/25/2024,10:56 AM,9:20 PM,Garfield,Manalaysay
10027-45652,10027,12/26/2024,10:54 AM,7:03 PM,Garfield,Manalaysay
10027-45653,10027,12/27/2024,8:28 AM,6:03 PM,Garfield,Manalaysay
10027-45656,10027,12/30/2024,8:37 AM,4:19 PM,Garfield,Manalaysay
10027-45657,10027,12/31/2024,9:31 AM,4:53 PM,Garfield,Manalaysay
